osmid,y,x
2653872043,29.6518735,-82.3508593
2653872045,29.6509117,-82.3519925
2653872047,29.6509029,-82.3512028
2653872049,29.6509049,-82.3513778
2653872054,29.6509078,-82.3516385
2653872055,29.6518583,-82.3507464
2653872057,29.6509098,-82.3518202
2653872059,29.6516313,-82.3516271
2653872064,29.651858,-82.3503017
2653872065,29.6517222,-82.3513665
2653872067,29.6509138,-82.3521794
2653872068,29.6518587,-82.3505693
2653872070,29.6518492,-82.3510072
2653872071,29.6517905,-82.3511829
2653872072,29.6508961,-82.35059
2653872073,29.6508932,-82.3503224
2653872077,29.6508782,-82.3501546
2653872078,29.6505208,-82.350156
2653872079,29.650901,-82.351028
2653881696,29.6395943,-82.36948
2653881711,29.6395972,-82.3692999
2653881715,29.6395935,-82.3701899
2654104438,29.6388802,-82.359781
2654104441,29.6390082,-82.3570641
2654104442,29.638119,-82.3603863
2654104454,29.6387295,-82.3587111
2654104462,29.639097,-82.3601565
2654104473,29.6381233,-82.3634912
2654104482,29.6391025,-82.3597841
2654104483,29.6387253,-82.3582851
2654104502,29.6406244,-82.3631473
2654104540,29.6389864,-82.3574388
2654104599,29.6406377,-82.3624536
2654104603,29.6400958,-82.3631528
2654104610,29.6406459,-82.3601604
2654220177,29.6422637,-82.3672369
2654220181,29.6410451,-82.3634958
2654220213,29.6391141,-82.3664646
2654220218,29.6416605,-82.3660418
2654220265,29.6419872,-82.3668328
2654220266,29.63771,-82.3684107
2654220284,29.641163,-82.3658645
2654220285,29.6415772,-82.3654799
2654220324,29.6412638,-82.3648367
2654220332,29.6417725,-82.3655553
2654220338,29.6412658,-82.3645109
2654220352,29.6412692,-82.3657736
2654220355,29.6411563,-82.3641825
2654220370,29.6409359,-82.3637685
2654220404,29.6416408,-82.3664983
2654220406,29.6377062,-82.3692981
2654220420,29.6410655,-82.3665386
2654220429,29.6416593,-82.3671288
2654220485,29.6378373,-82.3705893
2654220534,29.6416468,-82.3662604
2654220540,29.6422036,-82.365326
2654220548,29.6431198,-82.3661789
2654220561,29.6406723,-82.3640562
2654220590,29.639982,-82.3664345
2654220601,29.6431828,-82.3664137
2654220638,29.6400446,-82.3664479
2654220656,29.637632,-82.3670455
2654220664,29.6377103,-82.3705912
2654220679,29.6422752,-82.3653988
2654220690,29.6424858,-82.3661854
2654220703,29.6415223,-82.3671285
2654220724,29.6415614,-82.3658072
2654220730,29.6416661,-82.3668024
2654220743,29.6413955,-82.3665558
2654220744,29.6377138,-82.3680542
2654220757,29.6406002,-82.3638729
2654220763,29.6414359,-82.3659907
2654220776,29.6412627,-82.3651085
2654220788,29.6409951,-82.3636992
2654220794,29.6378912,-82.366481
2654220796,29.6378411,-82.3709542
2654220815,29.6431833,-82.3666506
2654220825,29.6376336,-82.3664913
2654220839,29.6413624,-82.3671294
2813300266,29.6442083,-82.3407717
2813300267,29.644207,-82.3405686
2813300272,29.6444997,-82.3407753
2813567296,29.6444441,-82.3395999
2813567297,29.6436678,-82.3404701
2813567421,29.6438033,-82.3404712
2813567422,29.6438038,-82.3398362
2813567428,29.6435395,-82.3404699
2813567429,29.6435396,-82.3397822
2813648617,29.6436667,-82.3396753
2813648618,29.6437245,-82.3396759
2813648627,29.6438938,-82.3405717
2813648638,29.6436948,-82.3406775
2813648644,29.6444169,-82.3396365
2813648646,29.6444515,-82.3397431
2813648652,29.6447023,-82.3395304
2813648655,29.6442095,-82.3409728
2813648657,29.6442067,-82.3404426
2813648658,29.6440859,-82.3404436
2813648659,29.6440852,-82.3402451
2813648661,29.6438945,-82.3407699
2813648662,29.6440075,-82.3407687
2813648673,29.6447102,-82.3398595
2813648679,29.6447047,-82.3407658
2813690006,29.6445144,-82.3402008
2813690008,29.6446805,-82.3399074
2813690009,29.6445293,-82.3397437
2813690010,29.6444502,-82.3400007
2813690012,29.644308,-82.3400464
2813690022,29.6440864,-82.34057
2813745015,29.6443345,-82.3404424
2813745017,29.6444154,-82.3404423
2813745018,29.6444162,-82.3402454
2813745022,29.6445971,-82.340442
2813745023,29.6446926,-82.3406011
2814246587,29.646352,-82.3406321
2814246588,29.6463629,-82.3405582
2814246592,29.6464223,-82.3407318
2814246593,29.6468007,-82.3409335
2814344744,29.6444863,-82.340246
2814344745,29.6443337,-82.3402444
2815551731,29.6461869,-82.3415059
2815551732,29.6462987,-82.3415897
2815551737,29.6468619,-82.3417566
2815551740,29.6466226,-82.3417753
2815551742,29.6467033,-82.341827
2815551745,29.6460833,-82.3417899
2815551748,29.6460176,-82.3420673
2815551757,29.6447485,-82.3416388
2815551761,29.644383,-82.3419984
2815551765,29.6446973,-82.3423646
2815551766,29.6444025,-82.34198
2815551782,29.6444006,-82.3435152
2815734196,29.646296,-82.3395322
2815734197,29.6456189,-82.3395382
2815734901,29.6456758,-82.3402186
2815734902,29.6456911,-82.3402688
2815734919,29.647024,-82.3400127
2815734920,29.6466991,-82.340241
2815734928,29.6464767,-82.3399872
2815734934,29.6466696,-82.3397992
2815734935,29.6468423,-82.3401381
2815734943,29.6470261,-82.3398814
2815999823,29.6471175,-82.3396255
2815999825,29.6471119,-82.3404528
2815999845,29.6471176,-82.3402282
2816068702,29.6472287,-82.3408172
2816068703,29.6472708,-82.3408452
2816068709,29.6467936,-82.3421932
2816068710,29.6472837,-82.3422718
2816068711,29.6467748,-82.342126
2816068712,29.6470547,-82.3424158
2816068713,29.6463222,-82.3428742
2816068714,29.646442,-82.3428713
2816068725,29.6469276,-82.3426556
2816068726,29.646469,-82.342714
2816068741,29.6469478,-82.3423359
2816068742,29.6466318,-82.342837
2816068744,29.6464293,-82.3425702
2816068745,29.6464742,-82.3423922
2816068747,29.6465768,-82.3423738
2816068749,29.646391,-82.3423156
2816068788,29.6451646,-82.3396877
2816068791,29.6448162,-82.3399418
2816094968,29.6461522,-82.3423748
2816094971,29.6466776,-82.3425605
2816094972,29.6460844,-82.3423787
2816285503,29.6460808,-82.342582
2816285508,29.6458726,-82.342514
2816285509,29.6458431,-82.3425509
2816285517,29.6457712,-82.3430122
2816285518,29.6458573,-82.3431139
2816285523,29.6459948,-82.3432918
2816285534,29.6485985,-82.3434241
2816285539,29.6455956,-82.342818
2816326645,29.6435403,-82.34351
2816326648,29.6432508,-82.3424678
2816326653,29.6434419,-82.3432381
2816326661,29.6435974,-82.3430908
2816326665,29.6437695,-82.3420036
2816326666,29.6440039,-82.341774
2816326668,29.6435962,-82.342955
2816326678,29.6447542,-82.3423059
2816326679,29.6447542,-82.3424418
2816370049,29.644837,-82.3397923
2816370050,29.6453337,-82.3397585
2816510151,29.6459949,-82.3433842
2816510164,29.6449547,-82.3397395
2816510166,29.6449717,-82.3395431
2816531103,29.6474791,-82.3434284
2816531105,29.6474798,-82.3431811
2816531111,29.6472969,-82.3426074
2816531112,29.6472914,-82.3425306
2816531118,29.6472839,-82.3422344
2816531119,29.6471005,-82.3416669
2816531120,29.6472279,-82.3420988
2816531121,29.647283,-82.3419213
2816531122,29.6470454,-82.3419236
2816531123,29.6472809,-82.3417246
2816531134,29.6470132,-82.3416118
2816531135,29.6472764,-82.3409983
2816531136,29.6470418,-82.3409557
2816531142,29.6436993,-82.3413348
2825241883,29.648042,-82.3434203
2831343526,29.6479433,-82.3534729
2831343527,29.6474934,-82.3552791
2831343531,29.6473295,-82.3541539
2831343553,29.6475019,-82.3532946
2831991547,29.6454689,-82.3536355
2831991587,29.6479629,-82.3532202
2831991588,29.6477862,-82.3532247
2831992521,29.6458938,-82.3514924
2831992534,29.646033,-82.352094
2831992541,29.6460931,-82.3519354
2837747169,29.647876,-82.355079
2837747170,29.6478762,-82.3549198
2837747171,29.6482265,-82.3549179
2837747203,29.6482603,-82.3550178
2837747206,29.6482516,-82.3547835
2837747211,29.6482184,-82.353154
2837747229,29.6477049,-82.3548858
2837747230,29.6477337,-82.3548853
2837747232,29.6477881,-82.3546563
2837747236,29.6477291,-82.3543783
2837747243,29.6477536,-82.3539701
2837747255,29.6474259,-82.3535042
2837747259,29.6482332,-82.3540218
2837747260,29.6481338,-82.3540223
2837747262,29.648138,-82.354463
2837747263,29.6480133,-82.3534713
2837747264,29.6478985,-82.3534752
2837747273,29.6477348,-82.3536295
2837747274,29.6476479,-82.3535483
2837747276,29.6475466,-82.3535023
2837747281,29.6476443,-82.3537625
2837747283,29.6477006,-82.3537608
2837747286,29.6477653,-82.3538633
2837747289,29.6478499,-82.3539231
2837747290,29.6478089,-82.3539257
2837747296,29.6477453,-82.3540611
2837747300,29.6476584,-82.3541219
2837747401,29.6476109,-82.3541214
2837747404,29.6477269,-82.3541812
2837747405,29.6478243,-82.3543198
2837747406,29.6477764,-82.3543209
2837747409,29.6477215,-82.3542429
2837747414,29.6477508,-82.3544456
2837747417,29.6477218,-82.3544995
2837747419,29.6476518,-82.3545011
2837747423,29.647781,-82.354541
2837747424,29.6479688,-82.3546551
2837747426,29.6480832,-82.3546477
2837747427,29.6481306,-82.354645
2837747429,29.648165,-82.3547135
2837747435,29.6482349,-82.3545437
2837747444,29.6479365,-82.354306
2837747446,29.647964,-82.3539358
2837747448,29.6481262,-82.3534549
2837747453,29.6482228,-82.3534244
2837747454,29.6475937,-82.3548818
2837747456,29.6475386,-82.3545102
2837747458,29.6474968,-82.3541357
2837747460,29.6475296,-82.3537504
2837747465,29.647313,-82.3535111
2838526628,29.6482821,-82.3519197
2838526629,29.6480066,-82.351864
2838526637,29.6478036,-82.3513933
2838526642,29.6481727,-82.351915
2838526647,29.6482798,-82.3514844
2838526649,29.648211,-82.3508417
2838526653,29.6484657,-82.3502837
2838526666,29.6482245,-82.3507973
2838526668,29.6480611,-82.3507448
2838526669,29.6480199,-82.3508248
2838526670,29.6482024,-82.3514009
2838526671,29.6480505,-82.3513579
2838526672,29.6482001,-82.3509257
2838526690,29.6477365,-82.3513663
2838526696,29.6474439,-82.351095
2838526697,29.6473998,-82.3510609
2838529001,29.6475999,-82.3508388
2838529004,29.647789,-82.3504047
2838529005,29.6478068,-82.350405
2838529007,29.6473297,-82.3505521
2838529015,29.6476671,-82.349968
2838529018,29.6478735,-82.3498175
2838529023,29.6475509,-82.3498121
2838529024,29.6473449,-82.3498092
2838529027,29.6472219,-82.3502499
2838529029,29.6470925,-82.35004
2838529033,29.6482133,-82.3526476
2838529034,29.6482074,-82.3519205
2838529062,29.6480884,-82.35064
2838529073,29.6449797,-82.3505136
2838529084,29.6450154,-82.3516505
2838529085,29.6451179,-82.3514825
2838529093,29.645917,-82.3504357
2838529097,29.6466463,-82.3504254
2838529127,29.6463237,-82.3502639
2838529129,29.6469551,-82.3507144
2838529130,29.6468733,-82.3505836
2838529131,29.6466098,-82.3508353
2838529132,29.6468115,-82.3510829
2838529167,29.6453095,-82.351989
2838529211,29.6445515,-82.3516328
2838529212,29.6442525,-82.3517214
2838529213,29.6436564,-82.3517336
2838529214,29.6391964,-82.3505978
2838529215,29.6392245,-82.3505951
2838529217,29.6428765,-82.3506352
2838529233,29.6448083,-82.3527218
2838529236,29.6448257,-82.3554554
2838529241,29.6448627,-82.3590273
2838529249,29.6436661,-82.3626738
2838529265,29.6444908,-82.353294
2838529267,29.6445055,-82.3527583
2838529268,29.6447131,-82.352873
2838529269,29.6445232,-82.3527049
2838529270,29.6447837,-82.3524819
2838529271,29.6445651,-82.352484
2838529272,29.6445207,-82.3522653
2838529273,29.6447108,-82.3520702
2838529275,29.6444447,-82.3516687
2838529276,29.6444993,-82.3522089
2838529277,29.6444992,-82.3519838
2838529279,29.6443546,-82.3516895
2838529280,29.6444839,-82.3518276
2838529281,29.6443949,-82.3518551
2838529285,29.6444041,-82.3505284
2838529286,29.6448462,-82.3534057
2838529287,29.6446937,-82.3533679
2838529288,29.644301,-82.3505324
2838529293,29.644052,-82.3516516
2838529473,29.6406473,-82.3599118
2838529475,29.6448241,-82.3606296
2838529520,29.6384165,-82.3537534
2883830065,29.6486992,-82.3566153
2883830066,29.6487385,-82.3563819
2883830067,29.6486796,-82.3568759
2883830074,29.6489733,-82.3562177
2883830089,29.6488628,-82.356736
2883830092,29.6488859,-82.356313
2883830093,29.648883,-82.356697
2883830094,29.6491542,-82.3569239
2883830096,29.6491435,-82.3576228
2883830100,29.6491472,-82.3557027
2883830111,29.6493204,-82.3572607
2883830112,29.6490574,-82.3575221
2883830123,29.6490315,-82.3569293
2883830124,29.6488665,-82.3571192
2883830125,29.6489929,-82.357264
2883830126,29.6490551,-82.3573316
2883830128,29.6488188,-82.3572671
2883830130,29.6484035,-82.3575675
2883830131,29.6485166,-82.3576759
2883830135,29.64866,-82.3573749
2883830137,29.6483981,-82.3578231
2883830157,29.6491505,-82.3559357
2883830158,29.6487848,-82.3559431
2934253289,29.6413365,-82.3657148
2934330110,29.6465855,-82.3606278
2934330127,29.6464138,-82.360088
2934330128,29.6463299,-82.3606125
2934330132,29.6462582,-82.3607822
2934330137,29.6462077,-82.3612355
2934330140,29.6461724,-82.3607383
2934330143,29.6459132,-82.3608487
2934330145,29.6460493,-82.360441
2934330147,29.6460832,-82.3600928
2934330152,29.6466186,-82.3610639
2934330153,29.6466207,-82.3612396
2934330154,29.646521,-82.3610357
2934330156,29.6470335,-82.3612455
2934330159,29.647055,-82.3610312
2934330160,29.6472066,-82.3610346
2934330161,29.6471211,-82.3607982
2934330162,29.6472572,-82.360804
2934330164,29.6472568,-82.3605298
2934330165,29.6472254,-82.3612487
2934330167,29.6472673,-82.3619599
2934330168,29.6475207,-82.3619978
2934330169,29.6472176,-82.3616396
2934330170,29.6469881,-82.361635
2934330171,29.6470316,-82.3616359
2934330172,29.6468333,-82.3612186
2934330175,29.6469531,-82.3623266
2934330176,29.6471183,-82.3620546
2934330177,29.6470894,-82.3620665
2934330179,29.6471282,-82.3623282
2934330180,29.6464205,-82.3612391
2934330188,29.6451504,-82.3610697
2934330194,29.6450863,-82.3608902
2934330195,29.6450346,-82.360127
2934330203,29.6438346,-82.3628012
2934330206,29.643177,-82.3637828
2934330210,29.6425016,-82.3642034
2934330213,29.6423371,-82.3692115
2934330223,29.6474554,-82.3601752
2934330227,29.6474167,-82.3612523
2934330228,29.6474187,-82.3619664
2934330229,29.6461686,-82.3623188
2934330244,29.6449769,-82.3554175
2962467371,29.6411082,-82.36687
2962467372,29.6411711,-82.3668187
2962467373,29.6415216,-82.3669941
2962467375,29.6414057,-82.3669905
2962467377,29.6409896,-82.3672325
2962467384,29.6420786,-82.3672372
2962467401,29.6417313,-82.3664648
2962467402,29.641788,-82.3665384
2962467406,29.6417766,-82.3668317
2962467407,29.6413518,-82.3648021
2962467408,29.6414986,-82.3650411
2962467410,29.6415612,-82.3649905
2962467414,29.6418316,-82.3651303
2962467448,29.6419924,-82.3660532
2962467451,29.6418287,-82.3659223
2962467452,29.6418292,-82.3658349
2962467453,29.6419959,-82.3655741
2962467454,29.6418482,-82.3655727
2969146451,29.6413787,-82.3660535
2969146500,29.6380832,-82.3655181
2969146505,29.6378706,-82.3654558
2969146524,29.6398638,-82.3676458
2969146526,29.6387586,-82.3675988
2969146775,29.6381471,-82.3699003
2969146781,29.6399754,-82.3688715
2969146782,29.6400202,-82.3693003
2969146783,29.6400213,-82.3689821
2969146787,29.6408804,-82.3693011
2977586255,29.651309,-82.3448445
2977586256,29.651309,-82.3455097
2977586257,29.6517683,-82.3455095
2977586258,29.6509022,-82.3455098
2977586260,29.651625,-82.3458526
2977586261,29.6517683,-82.3457644
2977586262,29.6510936,-82.3455097
2977586263,29.651094,-82.3451668
2977586264,29.6517646,-82.345168
2977586265,29.6510968,-82.3458527
2977586266,29.6512424,-82.3455097
2977586267,29.6512562,-82.3458527
2977586268,29.6517688,-82.3457048
2977586269,29.6516522,-82.3456339
2977586270,29.6515438,-82.3456344
2977586273,29.6514738,-82.3448464
2977586274,29.651481,-82.3451669
2977586275,29.651309,-82.3449162
2977586276,29.6514764,-82.3449211
2977586277,29.6513092,-82.3451668
2977586278,29.6509023,-82.3458528
2977586280,29.650517,-82.3459338
2977586282,29.6505391,-82.3451668
2977586283,29.6505371,-82.3448265
2977586284,29.6517625,-82.3448442
2977586285,29.6517686,-82.346236
2977586288,29.6507324,-82.3474499
2977586289,29.6507333,-82.346405
2977586291,29.650938,-82.3464053
2977586295,29.6514226,-82.3465207
2977586296,29.6514235,-82.3464061
2977586297,29.6512713,-82.3465209
2977586298,29.6512722,-82.3464059
2977586299,29.65112,-82.346521
2977586300,29.6511211,-82.3464056
2977586301,29.65166,-82.3463862
2977586307,29.6505437,-82.3459123
2977586309,29.6513757,-82.3471727
2977586310,29.6517913,-82.3471716
2977586315,29.6506157,-82.3473717
2977630808,29.6468353,-82.3460366
2977630823,29.6459374,-82.343694
2977630825,29.646148,-82.3436921
2977630826,29.6457721,-82.3444895
2977630827,29.6462807,-82.3436921
2977630828,29.6459259,-82.3445848
2977631252,29.647174,-82.3440736
2977631320,29.6320847,-82.3669225
2977631331,29.6315084,-82.3668366
2977631356,29.6317468,-82.3665809
2977747176,29.6383269,-82.3718156
2977747177,29.6383254,-82.3709546
2977747179,29.6383549,-82.3707053
2977747180,29.6383274,-82.3715929
2977747181,29.6379378,-82.3715912
2977747182,29.6383269,-82.3714207
2977747183,29.637937,-82.3714196
2977747184,29.637935,-82.3709548
2977747211,29.638102,-82.3720326
2977747212,29.6380985,-82.3715919
2977747213,29.6381003,-82.3718152
2977747214,29.6385612,-82.3718155
2977747223,29.6385033,-82.3718152
2977747231,29.6385594,-82.3714079
2977747232,29.639001,-82.3718874
2977747333,29.6388102,-82.3718875
2977747334,29.6388063,-82.3714078
2977747353,29.6395022,-82.3718096
2977747354,29.6388085,-82.3714853
2977747355,29.6388688,-82.3714091
2977747356,29.6389,-82.3714567
2977747357,29.6393224,-82.3714881
2977747382,29.6383562,-82.3709547
2977747386,29.638799,-82.3709074
2977747396,29.6393215,-82.3712933
2977747414,29.6390279,-82.3712893
2977747415,29.6390255,-82.3707159
2977747417,29.6394992,-82.3709336
2977747430,29.6393192,-82.3709351
2977747431,29.639322,-82.3713746
2977747432,29.6395007,-82.3713745
2977747441,29.6393248,-82.371814
2977968389,29.6385615,-82.3718899
2977968391,29.6381021,-82.370956
2977968392,29.6381033,-82.3714176
2977968397,29.6399273,-82.3700739
2977968402,29.6401594,-82.3697211
2977968419,29.6398378,-82.3710821
2977968420,29.6400036,-82.3710819
2977986850,29.6400251,-82.3716151
2977986851,29.6404569,-82.3716091
2977986853,29.6403995,-82.371781
2977986854,29.6404021,-82.3720184
2977986856,29.6400256,-82.3717831
2977986870,29.640815,-82.3715516
2977986901,29.6400045,-82.3703947
2977986902,29.6401638,-82.3703982
2977986904,29.6405195,-82.370714
2977986907,29.640964,-82.3706246
2977986909,29.6405736,-82.3715513
2977986911,29.6409351,-82.371135
2977986913,29.6408909,-82.3708746
2977986914,29.6408186,-82.3706279
2977986915,29.6408186,-82.3705139
2977986916,29.640715,-82.3705097
2977986917,29.6407157,-82.3698804
2977986931,29.6408255,-82.3708824
2977986950,29.640529,-82.3696685
2977986968,29.6408162,-82.3711362
2977986977,29.6404337,-82.3703992
2977986978,29.6404331,-82.3705038
2977986980,29.6404348,-82.3702166
2977986989,29.6403423,-82.3702156
2977987000,29.6405273,-82.3698797
