u,v,key,length
1637280177,4741954086,0,34.22119056329282
1637280188,10000759478,0,29.765215743845513
1637280190,8064273337,0,25.135743080230625
1637280190,8064273336,0,10.75818077208837
1637280190,582711202,0,22.77977262453318
1637280195,8064273364,0,9.076346168397228
1637280233,1637280236,0,1.4568756988504539
1637280233,3980487881,0,1.0345164216853049
1637280233,9239245037,0,17.966682730058537
1637280236,1637280233,0,1.4568756988504539
1637280236,9735477262,0,18.4606385560334
1637280236,1637280259,0,11.407030693821357
1637280249,9239245049,0,45.975696633180384
1637280249,1637280254,0,4.404460891899467
1637280249,11278436850,0,8.678820608478643
1637280249,1637280265,0,55.04825629402031
1637280252,9239245024,0,71.23846051408137
1637280252,3980487881,0,10.683435492699283
1637280252,1637280261,0,7.042101291597239
1637280254,9735477242,0,49.98433438709406
1637280254,1637280249,0,4.404460891899467
1637280254,1637280264,0,23.237828941676415
1637280259,1637280261,0,1.4448634716306685
1637280259,9735477261,0,21.112148976059935
1637280259,1637280236,0,11.407030693821357
1637280261,1637280259,0,1.4448634716306685
1637280261,9735477268,0,21.180020349466233
1637280261,1637280252,0,7.042101291597239
1637280264,9239245048,0,52.7469550414211
1637280264,1637280254,0,23.237828941676415
1637280264,1637282974,0,37.86329146402767
1637280264,9735477242,0,38.81576933378675
1637280265,10000823326,0,8.813612529478755
1637280265,1637280249,0,55.04825629402031
1637280265,10000759479,0,10.462605016168496
1637280265,11242817744,0,40.899604127929436
1637280273,9239245024,0,68.7704704688607
1637280273,8006790588,0,37.756508060365334
1637280273,9735477268,0,8.454279064007064
1637280273,9461182017,0,29.17843654361196
1637280306,7984721626,0,2.7771169372287883
1637282974,1637280264,0,37.86329146402767
1637282974,1637282983,0,5.011189892561439
1637282974,1637282975,0,3.6250115265324836
1637282975,9239245047,0,77.37690008828314
1637282975,1637282974,0,3.6250115265324836
1637282975,1637282982,0,3.826100471049984
1637282982,9239245022,0,53.475485099426514
1637282982,1637282975,0,3.826100471049984
1637282982,1637282992,0,5.99559130093852
1637282983,1637282992,0,8.881118569667567
1637282983,1637282974,0,5.011189892561439
1637282983,11242817744,0,45.86089967575541
1637282992,8015328162,0,16.46008723406818
1637282992,1637282982,0,5.99559130093852
1637282992,1637282983,0,8.881118569667567
1637282998,1637283002,0,19.569453857882863
1637282998,11242806136,0,31.370481569088113
1637282998,9558498057,0,9.164412640402187
1637282998,4338557736,0,4.019860358551169
1637282998,11242817744,0,43.3483494767583
1637283002,1637283005,0,12.62529799962275
1637283002,1637282998,0,19.569453857882863
1637283002,4338557730,0,25.723385713663326
1637283005,1637283002,0,12.62529799962275
1637283005,8039948391,0,8.207271950298463
1637283005,4338557730,0,21.77014719798204
1637283005,8015039890,0,40.89063433297919
1637297213,4313709855,0,61.25862594741324
1637297213,4249725610,0,32.90910062529231
1637297213,1637297221,0,57.40782562588054
1637297221,8041384154,0,8.523600202184792
1637297221,1637297213,0,57.40782562588054
1637297221,8041384136,0,23.11256092239949
1637297229,6491019532,0,5.7201314011299305
1637297229,8041384136,0,21.408835047548223
1637297229,4313709860,0,25.388890512335873
1637297243,8051314159,0,55.23161560765487
1637297243,1637297338,0,42.89014171584496
1637297243,8051314146,0,30.96444892046447
1637297255,4593699460,0,6.838394207403229
1637297255,84932375,0,7.040851396397459
1637297255,84932384,0,104.97429661240632
1637297317,8041384201,0,25.47841092829882
1637297338,1637297365,0,4.786552080673518
1637297338,1637297243,0,42.89014171584496
1637297338,4741954086,0,33.17741233001096
1637297345,11278436858,0,16.876630788091678
1637297345,8051314159,0,20.91731270791011
1637297345,11278436863,0,34.24418679433143
1637297345,1637297371,0,48.43514485522957
1637297365,1637297371,0,6.52034979722507
1637297365,1637297338,0,4.786552080673518
1637297365,4741954093,0,39.550095491346916
1637297371,1637297365,0,6.52034979722507
1637297371,11278436862,0,5.051539600207712
1637297371,1637297345,0,48.43514485522957
1637297411,8064416942,0,37.32622808464766
1637297411,8015039982,0,38.51840454781993
1637297411,11278436858,0,24.23092071916181
1637297432,8041384213,0,2.8774651987990256
1637297432,10000759479,0,23.19384553266342
1637297432,10000759488,0,22.72963714777032
1637297439,4338404598,0,17.48003812259227
1637323093,4431936480,0,8.020098554064326
1637323153,11253961575,0,9.199006430171217
1637336087,2815551740,0,12.159619189037446
1637869182,1637869186,0,20.068004056894704
1637869182,1637869200,0,13.8084196407076
1637869182,8063267917,0,22.429198380943003
1637869186,1637869182,0,20.068004056894704
1637869200,1637869182,0,13.8084196407076
1637869200,7841704639,0,37.48398915746498
1637869200,8063958782,0,13.614138326773963
1637869317,3980487865,0,4.734107599733951
1637869317,2838529085,0,20.78621305985759
1637869317,2838529073,0,101.79394765733068
1637869317,3980487858,0,14.324907563047054
1637869327,9725565930,0,5.083300253516211
1637869335,1637898002,0,33.73785840649467
1637869335,2838529085,0,44.2243696828317
1637869335,1637869342,0,26.325622668116132
1637869342,1637898022,0,6.683940395425221
1637869342,8020559524,0,19.964406919321448
1637869342,1637869335,0,26.325622668116132
1637869362,8027237842,0,35.915826412018944
1637869362,84770938,0,45.59290319390437
1637869362,84770938,1,45.59290319390437
1637869398,4272412658,0,25.708439539975853
1637869398,8027237842,0,74.52577339663895
1637869398,2838529132,0,21.058615830236292
1637869408,84863807,0,103.69713810629885
1637869408,8002149213,0,119.99255615209309
1637869408,4272412654,0,17.11549220519881
1637869420,2838526697,0,38.17413716807752
1637869420,8008265901,0,5.19400659455948
1637869420,2838529132,0,46.21143873308153
1637869420,4431605476,0,25.451341003172768
1637869456,84882467,0,84.47689501720298
1637869456,2883830130,0,96.78241416456288
1637869456,8026788182,0,6.652460128652667
1637869456,8002158715,0,6.074972840370969
1637881762,8041419915,0,76.61402972265805
1637881762,1637881776,0,79.7657460369603
1637881762,5902883552,0,18.903519955752824
1637881773,2838529167,0,10.440541881244659
1637881773,84806051,0,17.301864205300056
1637881773,8041419915,0,41.139319573956
1637881776,1637881782,0,20.98824360743505
1637881776,8020516168,0,126.36126595514689
1637881776,1637881762,0,79.7657460369603
1637881782,1637881776,0,20.98824360743505
1637881782,2831991547,0,11.012878216715778
1637881782,84814772,0,171.29601080370315
1637881796,84814772,0,20.29642525971307
1637881796,2934330244,0,97.44347416760615
1637881796,8020516167,0,10.209887608424902
1637881822,8016566980,0,11.553031303422523
1637897988,8041383925,0,6.224145508292279
1637898002,1637869335,0,33.73785840649467
1637898002,8027237846,0,22.078148810954882
1637898002,1637898022,0,28.096736938968366
1637898022,1637869342,0,6.683940395425221
1637898022,1637898002,0,28.096736938968366
1637898022,8027237845,0,11.867627911588196
1637898037,2838529093,0,12.854445928926877
1637898037,8027237846,0,34.972597061328436
1637898037,8027237852,0,23.303112487125844
1637898053,4249725620,0,104.2238334449668
1637898053,2838529093,0,16.280320256107856
1637898053,10822834461,0,86.55744262251686
1637898124,6135155472,0,6.472663826645004
1637898139,1637898158,0,9.603467880858915
1637898139,582417523,0,40.57273548519897
1637898139,582417523,1,40.57273548519897
1637898139,582417508,0,36.24084567401879
1637898158,1637898139,0,9.603467880858915
1638150265,1638150267,0,5.899277553883491
1638150265,4602847175,0,5.158011230946449
1638150267,1638150265,0,5.899277553883491
1638150267,1638150285,0,73.77986956845606
1638150267,4255604623,0,52.21140738915443
1638150285,1638150298,0,26.269998254821694
1638150285,1638150267,0,73.77986956845606
1638150285,1638150294,0,12.168300415220477
1638150294,1638150285,0,12.168300415220477
1638150298,1638150315,0,28.446868338928564
1638150298,1638150285,0,26.269998254821694
1638150298,7612366317,0,15.414625626721723
1638150315,1638150341,0,25.773469157881813
1638150315,1638150298,0,28.446868338928564
1638150315,1638150360,0,29.261762911562364
1638150341,1638150315,0,25.773469157881813
1638150341,7811582605,0,13.634358178718454
1638150341,1638150345,0,13.214093946819037
1638150345,1638150341,0,13.214093946819037
1638150360,7811582605,0,9.168049447436031
1638150360,1638150315,0,29.261762911562364
1638150360,7070983856,0,43.47200684198472
1639426115,84828161,0,3.443036073613131
1639426115,12437691527,0,39.50502164965065
1639426115,4255604634,0,6.237956049489797
1639426115,8067594580,0,5.864751381052038
1801870535,1801870556,0,14.779486200427197
1801870535,1801870536,0,41.09322471111626
1801870535,4147991755,0,11.530020772208685
1801870536,4147991756,0,9.004126675304951
1801870536,1801870535,0,41.09322471111626
1801870536,8063267886,0,27.19710689762001
1801870538,1801870561,0,15.301274007382787
1801870538,1801870559,0,14.759954492514428
1801870538,8063267960,0,65.2165303578253
1801870540,4147991761,0,15.540377318707504
1801870540,8063958851,0,9.963646636395662
1801870540,1489911072,0,176.35304497091454
1801870544,1801870552,0,9.703914167846133
1801870546,1801870547,0,13.834613003699488
1801870546,1801870548,0,15.001718383487853
1801870546,8063267882,0,62.270273584963675
1801870547,1801870546,0,13.834613003699488
1801870547,8063267883,0,60.48178932957176
1801870547,1801870559,0,17.54830876108713
1801870548,1801870546,0,15.001718383487853
1801870548,1801870549,0,22.117335820554104
1801870548,1801870557,0,63.2039956538866
1801870549,8063267961,0,55.32749652560643
1801870549,1801870548,0,22.117335820554104
1801870549,1801870550,0,21.649803338332127
1801870550,1801870549,0,21.649803338332127
1801870550,8063267905,0,62.25501072050014
1801870550,4270695576,0,148.35644347790998
1801870551,1801870562,0,20.828025322043757
1801870551,4147991756,0,16.61356168121381
1801870551,4249725148,0,166.4491749304053
1801870552,1801870544,0,9.703914167846133
1801870552,8063267940,0,43.726129905946344
1801870552,5592757733,0,134.72515696113646
1801870556,1801870535,0,14.779486200427197
1801870556,1801870561,0,15.04037933689118
1801870556,8063267886,0,63.60286687210774
1801870557,1801870548,0,63.2039956538866
1801870557,8063267882,0,15.105747212266408
1801870557,8063267961,0,20.07320964603696
1801870559,1801870538,0,14.759954492514428
1801870559,8063267884,0,65.40735014663763
1801870559,1801870547,0,17.54830876108713
1801870561,1801870556,0,15.04037933689118
1801870561,1801870538,0,15.301274007382787
1801870561,8063267885,0,64.51726661794356
1801870562,4249725439,0,9.336298821328828
1801870562,1801870551,0,20.828025322043757
1801870562,8063267906,0,17.114014917522933
2071400739,7997000851,0,14.362370769887457
2089578804,3881267960,0,7.084443975012778
2089578804,10082978361,0,16.805465312486234
2189034902,8057470489,0,13.944519836912834
2294943750,3572580220,0,23.082239517927135
2294943750,8057328452,0,17.159440648657878
2294943750,2816068725,0,31.62072883466566
2294943752,2816068744,0,6.527231395997264
2294943752,9730039674,0,1.2374594005764277
2294943752,2816068726,0,9.723430305052334
2294943755,2816285503,0,5.378225373359388
2294943755,8064287570,0,17.239171372055942
2294943755,2816094972,0,21.050014894579032
2294943755,10082929295,0,28.198789174400517
2294943758,2816531121,0,16.87308882288723
2294943758,2816531118,0,13.384506493971617
2294943758,2816531120,0,6.17768721240748
2653866971,2653867030,0,6.9232530385093645
2653866971,8072411713,0,22.39268458812912
2653866971,2934330229,0,48.49038120474052
2653867007,2653867032,0,40.74421165655552
2653867007,2653867090,0,55.35177189116379
2653867007,2653867047,0,19.13119178668881
2653867030,2653866971,0,6.9232530385093645
2653867032,2653867053,0,52.78529808690856
2653867032,2653867092,0,46.49693265420191
2653867032,2653867007,0,40.74421165655552
2653867040,2934330179,0,14.577688288983548
2653867043,2653867094,0,4.789741221763321
2653867043,2653867047,0,25.701201787924457
2653867043,2653867045,0,21.593695747854824
2653867045,2653867073,0,36.10585201689253
2653867045,2653867043,0,21.593695747854824
2653867045,2934330229,0,46.08167576447132
2653867047,2653867043,0,25.701201787924457
2653867047,2653867086,0,4.869838163078534
2653867047,2653867007,0,19.13119178668881
2653867053,2653867032,0,52.78529808690856
2653867053,2653867090,0,54.35945218397478
2653867053,2934330188,0,14.06126627894129
2653867073,2653867045,0,36.10585201689253
2653867085,4431536472,0,0.9450420712425822
2653867086,2653867047,0,4.869838163078534
2653867090,2934330168,0,265.78742792504335
2653867090,2653867053,0,54.35945218397478
2653867090,2653867007,0,55.35177189116379
2653867092,2653867032,0,46.49693265420191
2653867092,2934330137,0,18.24723863395384
2653867092,8072411713,0,36.106575260264215
2653867092,2934330140,0,50.07329628263379
2653867094,2653867043,0,4.789741221763321
2653872033,2653872078,0,17.522335662864
2653872033,7997001074,0,29.000590834736556
2653872033,2653872073,0,53.792184706082175
2653872037,7992473541,0,20.161894272882652
2653872038,2653872059,0,18.912532234269918
2653872038,6135817497,0,68.70258630298966
2653872038,8011791127,0,70.4251240596235
2653872040,7997001074,0,8.204463740088896
2653872040,5955474601,0,18.594893195667584
2653872040,2653872072,0,74.02284540693866
2653872041,6135816169,0,6.238650447530274
2653872041,7997616986,0,3.7897141227652544
2653872041,7984678183,0,11.115689385426254
2653872043,7997616961,0,5.713705772801507
2653872043,2653872055,0,11.040099933901278
2653872045,2653872057,0,16.6515026082221
2653872045,8011791128,0,9.857368494121882
2653872045,8011791127,0,4.81553256376936
2653872047,6135817510,0,5.184609588540558
2653872047,5955474602,0,10.66930841614377
2653872047,2653872049,0,16.912539387744204
2653872049,6135817514,0,4.37177211445377
2653872049,2653872047,0,16.912539387744204
2653872049,2653872054,0,25.19473633168148
2653872054,6135817515,0,4.538241190415432
2653872054,2653872049,0,25.19473633168148
2653872054,2653872057,0,17.55993728826184
2653872055,2653872043,0,11.040099933901278
2653872055,2653872068,0,17.113905579649934
2653872055,6135817512,0,102.2612425824858
2653872057,6135817497,0,4.5067588758926
2653872057,2653872054,0,17.55993728826184
2653872057,2653872045,0,16.6515026082221
2653872059,2653872038,0,18.912532234269918
2653872059,3812881274,0,2.648841442457149
2653872059,6135817515,0,75.91928247488838
2653872064,6492412698,0,102.89407409176938
2653872064,2653872068,0,25.85932478538687
2653872064,6492412697,0,104.18607508152085
2653872065,3812881274,0,24.490111142884405
2653872065,2653872071,0,19.29912869656506
2653872065,6135817514,0,86.51517215698331
2653872067,8011791138,0,16.78274656248733
2653872067,8013308586,0,50.02144366684089
2653872067,8011791128,0,8.205199254383068
2653872068,2653872055,0,17.113905579649934
2653872068,2653872064,0,25.85932478538687
2653872068,6135817513,0,102.66042930586734
2653872070,2653872071,0,18.189981909816634
2653872070,7997616961,0,8.862844704368975
2653872070,6135817511,0,101.1270678618924
2653872071,2653872065,0,19.29912869656506
2653872071,2653872070,0,18.189981909816634
2653872071,6135817510,0,93.53142114509536
2653872072,6135817513,0,4.395648739113998
2653872072,2653872040,0,74.02284540693866
2653872072,7997001075,0,9.847839096783353
2653872072,5955474600,0,17.134781449956623
2653872073,6492412698,0,4.406388706402255
2653872073,7997001075,0,16.0136266484167
2653872073,2653872077,0,16.300866808952108
2653872073,2653872033,0,53.792184706082175
